author,updated_at,like_count,text,public
@jmacd8817,2024-02-11T19:58:36Z,46,"i was involved with using blue leds for medical in the early 2000s. i was only peripherally aware of the nichia, cree (and lumiled) fight, but was amazed by the power and efficiency increases during the 2000s. its awesome to see the gistory and the man behind it.   awesome vid!",True
@LordOliverDanger,2024-02-11T19:33:15Z,30,this was your best video. i genuinely was emotional with the telling of this man's story.,True
@JasonFiddler,2024-02-11T19:26:28Z,20,"such a fantastic human story. i met my first led aged 8 when my dad began sales at an electronic supply company. it was one of the most magical moments in my young life  ... illuminating, in effect!",True
@stefano-hd6es,2024-02-11T19:20:10Z,2,"""what is your favourite colour?"" ""blue. no, yellow! aaaaaahhh...!""",True
@scubasleeve3497,2024-02-11T19:09:20Z,94,this is an amazing story of perseverance. i knew right from the beginning that the inventor would not get proper compensation for his work. it's just a universal constant that the ones who deserve the credit rarely get it.,True
@anjanajeewaka,2024-02-11T18:26:00Z,6,what a dedication. this story should be a movie,True
@patricioferrari4667,2024-02-11T18:20:36Z,12,"wow best veritasium story ever! they way the team told such a complicated subject and perfectly mixed it with nakamura's personality... simply out of this world. 30 minutes... i could have watched it for 2 hours. i didn't want to it to finish. i would rate this as the best youtube video ever created.  how a tiny thing was so impossible to achieve and how nakamura´s destiny was to create it by going against all the ""impossibilities"".  amazing, thanks dr. nakamura.",True
@antonionicotra7189,2024-02-11T18:03:01Z,4,"i like the perseverance, the tenacity despite the attacks that arose in his process. a stimulating and exciting story.",True
@111hpfan,2024-02-11T17:44:15Z,1796,"i have a phd in physical chemistry, studying the energy levels of semiconductors, and i've never heard as concise and clear explanation of semiconductors from any of the courses i've taken, and then that information is made tangible in this human story. great story telling, great science communication, great animations. i absolutely love your videos.",True
@sudiptopodder8356,2024-02-11T17:27:59Z,7,"this was one of the best videos i have ever watched at first he taught me about how semiconductors and diodes worked which really helped me understand one of my physics chapter, i had difficulty in understanding then at the later part the hardwork and success of nakamura really motivated me easily one of my fav yt videos",True
@venky193,2024-02-11T17:16:48Z,12,this is a well-made 30 minute documentary about a man that the world needs to know about!!  and also thanks to veritasium for bringing this to us too.,True
@werter1910,2024-02-11T17:08:24Z,4,"great video! @veritasium small mistake/inaccuracy: at 5:00 ""in conductors, the valence band is only partially filled."" --> should be: the valence band is fully occupied and the bands of valence and conduction electrons overlap (fermi-energy is in the conduction band).  in conductors, the energy gap between valence band and conduction band is negligible and the valence band is completely filled: thus, you have some free charges in the !conduction! band, that can freely move, hence, form a current. so that was a bit unclear here.  or did i miss(-understand) something?",True
@camdanis6544,2024-02-11T17:07:25Z,2,this video summed up semiconductor physics insanely well in half an hour. great story as well!,True
@dylanmeyer6614,2024-02-11T17:00:37Z,16,what a great story. nakamura seems a lovely guy. i love the way he walks also!,True
@user-sr4oh2tg6l,2024-02-11T17:00:23Z,218,"i remember when alarm clocks and vcrs all suddenly started getting blue displays. lol i didn't like it because i couldn't sleep with how bright my blue clock was, but now i appreciate it. this video is awesome - i had heard blue leds were hard to make, but i had no idea why or how dramatic the story behind it would be! thank you dr. nakamura!",True
@user-jv8rq3nr3k,2024-02-11T16:55:34Z,2,you are doing a great job. i have seen many videos on shuji nakamura but you have done exceptionally well here. the story telling and explanation is  on another level. this video is the pinnacle of your videos.,True
@airlemental,2024-02-11T16:40:37Z,61,"it's not often a science video gets me emotional in good and bad ways. at least he is recognized, and moved to where someone recognizes his worth as well. great person, great story, and so much i wondered about but never knew. thank you.",True
@shrutithenerd.,2024-02-11T16:35:00Z,11,"according to me this is probably the best video ever put on this channel. you narration skills and nakamura's  tireless dedication would inspire more and more people who aspire to be a scientist. really amazing video, thank you so much! ❤",True
@mihajlobisenic8456,2024-02-11T16:00:46Z,61,the amount of courage this man had is insane,True
@yifanye4941,2024-02-11T15:52:55Z,322,we owe nakamura for so much dedication and perseverance. thank you derek for telling his story. you’re the best.,True
